Date,Nitrogen,Phosphorus,Potassium,pH,CropSeason
2015-01-01,95.50773030607743,133.29687149240848,229.60660457664926,4.011577529795982,Rabi
2015-02-01,242.43214813452863,109.02295968143015,161.44087160468334,8.27166564796615,Zaid
2015-03-01,186.6584551619083,6.481877319744273,86.45259671741867,0.427003499146692,Zaid
2015-04-01,152.65791347024432,27.512313883292634,89.04844152622853,0.5228746424890018,Kharif
2015-05-01,39.78475331282131,8.014442350117234,185.11869811191104,11.516407849235215,Kharif
2015-06-01,39.77860268573168,162.284654872264,228.76311628790717,5.04266897975768,Kharif
2015-07-01,14.811321102890863,80.1607751744633,226.20703818760492,1.778847177126387,Kharif
2015-08-01,220.87491717260846,129.68552624699922,198.86826419369407,7.311405640767261,Zaid
2015-09-01,153.28432799451824,231.42945085115372,163.71806976934337,10.779909743380552,Zaid
2015-10-01,180.55850733799159,63.56951843296311,21.45569107373745,3.0214943849558047,Rabi
2015-11-01,5.249046045429624,104.64764537408558,41.21532209412651,8.720466661466004,Rabi
2015-12-01,247.32701230130854,192.66554032847742,229.13131807440521,1.194864509912752,Rabi
2016-01-01,212.27287340410754,58.343532200363725,154.63941021319542,0.7235440963605078,Rabi
2016-02-01,54.14647322296042,19.629877006342213,2.3452481622405603,7.438964841954072,Zaid
2016-03-01,46.36536663781066,73.88662049301085,25.875243430838186,7.5688917025414915,Zaid
2016-04-01,46.768150012625625,41.11142824977113,169.19295112255423,8.924018620974891,Kharif
2016-05-01,77.58177195468213,237.07290134735612,1.2907038807857651,10.165278672117262,Kharif
2016-06-01,133.81289006622066,206.0706967889263,41.00605311146216,13.661929112475484,Kharif
2016-07-01,110.14597975373952,161.51795791015797,139.92711628847945,7.228204876216735,Kharif
2016-08-01,74.26343075050069,222.222450497868,176.43327541163677,4.521390621177444,Zaid
2016-09-01,156.02248815420677,204.93637960927418,166.25012117316314,11.132606726761852,Zaid
2016-10-01,35.57093446627067,47.57536501593914,57.188673912442745,3.791651517669039,Rabi
2016-11-01,74.49688537648063,227.60254461494432,181.60570144362165,6.1455998898789055,Rabi
2016-12-01,93.42227003989139,137.53227168849094,60.49851731168402,1.0983893387917234,Rabi
2017-01-01,116.29784597534416,205.89723956683594,82.97692303061326,0.35491040781640515,Rabi
2017-02-01,200.21987015521847,228.50328148049078,190.35530830509614,13.47707780549095,Zaid
2017-03-01,50.916814450381736,81.09088611782529,165.65638925703973,11.703721687170882,Zaid
2017-04-01,131.12978179547096,28.063240754557572,216.55196967601537,9.743638885311771,Kharif
2017-05-01,151.06571505982083,58.12346644819513,167.69128753658757,5.725341221799779,Kharif
2017-06-01,11.84485524359942,108.91248609969536,144.91869385054525,2.426120480991841,Kharif
2017-07-01,154.92393723486677,208.59376531023574,23.887065796163583,2.1901185973952044,Kharif
2017-08-01,43.48365154025934,219.48629873036757,93.76752978015554,3.503400574304335,Zaid
2017-09-01,16.588156211246275,1.7727932854536292,67.62660375883999,7.689173305885687,Zaid
2017-10-01,241.96581199959996,130.24056215727927,62.217359061666315,10.004342917800873,Rabi
2017-11-01,246.23616843401263,106.43980580293864,248.11769146187362,9.242763274048238,Rabi
2017-12-01,206.14132376969758,56.63749167003621,100.2399197900239,3.9190745572431998,Rabi
2018-01-01,77.67651113920952,30.565668670089114,227.4718715701639,13.368113929284718,Rabi
2018-02-01,24.90638907162789,86.09186870792513,160.94034962930203,10.33055683374076,Zaid
2018-03-01,174.47942176060002,240.4419744976924,202.67688240312035,7.76095673515961,Zaid
2018-04-01,112.23888590359833,82.41674766529259,128.172458741824,8.56409044728093,Kharif
2018-05-01,31.1197498854186,132.29160854455836,147.11049057972158,5.8744008739890585,Kharif
2018-06-01,126.2701120783739,179.26983451827036,125.59201192381029,3.4682338530162045,Kharif
2018-07-01,8.76907288438069,92.72554860671997,49.786961888501345,4.983617501117662,Kharif
2018-08-01,231.87670253008943,247.80443109384498,184.22528939168384,10.609845546501168,Zaid
2018-09-01,65.98889530800432,245.42406021023837,71.59695242241823,0.20150884081658216,Zaid
2018-10-01,168.94318251026542,64.20448543546786,6.200571440020729,1.6250169670968273,Rabi
2018-11-01,79.4863244027998,126.79836900255829,164.5954354563278,0.6440369883045385,Rabi
2018-12-01,132.61734540034175,76.72396900327627,45.16322324879748,0.5702032324655819,Rabi
2019-01-01,139.41112123253632,72.63432606625425,239.81693900999315,11.9764481761541,Rabi
2019-02-01,47.1378861590094,9.406171575405862,243.25178713565978,9.851210031320331,Zaid
2019-03-01,247.24408007996243,155.4389051648737,233.29041950621436,6.638433607222552,Zaid
2019-04-01,197.65886995708422,128.18315092335968,94.39046856513832,1.3696782491140207,Kharif
2019-05-01,239.57223009886823,13.127081568747284,3.9414372148611942,6.882622251635653,Kharif
2019-06-01,228.18097435905045,71.05484838033591,236.72123345986998,6.62860479092792,Kharif
2019-07-01,152.4644945968267,231.6078009214967,109.18695782091515,2.4248261787402123,Kharif
2019-08-01,235.07792993089478,61.08828212007797,246.49697885613574,6.073923089331623,Zaid
